CL	CL_plane	Name_identical	Related	Merged	Naked_merged
EBC-1_EGA	EBC1	EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC		EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC	EBC1
EBC-1_GDC	EBC1	EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC		EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC	EBC1
ECC10_CCLE	ECC10	ECC10_CCLE,ECC10_COSMIC,ECC10_GDC		ECC10_CCLE,ECC10_COSMIC,ECC10_GDC	ECC10
ECC10_COSMIC	ECC10	ECC10_CCLE,ECC10_COSMIC,ECC10_GDC		ECC10_CCLE,ECC10_COSMIC,ECC10_GDC	ECC10
ECC10_GDC	ECC10	ECC10_CCLE,ECC10_COSMIC,ECC10_GDC		ECC10_CCLE,ECC10_COSMIC,ECC10_GDC	ECC10
ECC12_CCLE	ECC12	ECC12_CCLE,ECC12_COSMIC,ECC12_GDC		ECC12_CCLE,ECC12_COSMIC,ECC12_GDC	ECC12
ECC12_COSMIC	ECC12	ECC12_CCLE,ECC12_COSMIC,ECC12_GDC		ECC12_CCLE,ECC12_COSMIC,ECC12_GDC	ECC12
ECC12_GDC	ECC12	ECC12_CCLE,ECC12_COSMIC,ECC12_GDC		ECC12_CCLE,ECC12_COSMIC,ECC12_GDC	ECC12
ECGI10_CCLE	ECGI10	ECGI10_CCLE,EC-GI-10_COSMIC,EC-GI-10_GDC		ECGI10_CCLE,EC-GI-10_COSMIC,EC-GI-10_GDC	ECGI10
EC-GI-10_COSMIC	ECGI10	ECGI10_CCLE,EC-GI-10_COSMIC,EC-GI-10_GDC		ECGI10_CCLE,EC-GI-10_COSMIC,EC-GI-10_GDC	ECGI10
EC-GI-10_GDC	ECGI10	ECGI10_CCLE,EC-GI-10_COSMIC,EC-GI-10_GDC		ECGI10_CCLE,EC-GI-10_COSMIC,EC-GI-10_GDC	ECGI10
EFE184_CCLE	EFE184	EFE184_CCLE,EFE-184_GDC		EFE184_CCLE,EFE-184_GDC	EFE184
EFE-184_GDC	EFE184	EFE184_CCLE,EFE-184_GDC		EFE184_CCLE,EFE-184_GDC	EFE184
EFM192A_CCLE	EFM192A	EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC		EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC	EFM192A
EFM-192A_COSMIC	EFM192A	EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC		EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC	EFM192A
EFM-192A_EGA	EFM192A	EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC		EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC	EFM192A
EFM-192A_GDC	EFM192A	EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC		EFM192A_CCLE,EFM-192A_COSMIC,EFM-192A_EGA,EFM-192A_GDC	EFM192A
EFM-192B_EGA	EFM192B	EFM-192B_EGA		EFM-192B_EGA	EFM192B
EFM-192C_EGA	EFM192C	EFM-192C_EGA		EFM-192C_EGA	EFM192C
EFM19_CCLE	EFM19	EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC		EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC	EFM19
EFM-19_COSMIC	EFM19	EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC		EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC	EFM19
EFM-19_EGA	EFM19	EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC		EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC	EFM19
EFM-19_GDC	EFM19	EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC		EFM19_CCLE,EFM-19_COSMIC,EFM-19_EGA,EFM-19_GDC	EFM19
EFO21_CCLE	EFO21	EFO21_CCLE,EFO-21_COSMIC,EFO-21_GDC		EFO21_CCLE,EFO-21_COSMIC,EFO-21_GDC	EFO21
EFO-21_COSMIC	EFO21	EFO21_CCLE,EFO-21_COSMIC,EFO-21_GDC		EFO21_CCLE,EFO-21_COSMIC,EFO-21_GDC	EFO21
EFO-21_GDC	EFO21	EFO21_CCLE,EFO-21_COSMIC,EFO-21_GDC		EFO21_CCLE,EFO-21_COSMIC,EFO-21_GDC	EFO21
EFO27_CCLE	EFO27	EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC		EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC	EFO27
EFO-27_COSMIC	EFO27	EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC		EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC	EFO27
EFO-27_EGA	EFO27	EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC		EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC	EFO27
EFO-27_GDC	EFO27	EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC		EFO27_CCLE,EFO-27_COSMIC,EFO-27_EGA,EFO-27_GDC	EFO27
EGI-1_COSMIC	EGI1	EGI-1_COSMIC		EGI-1_COSMIC	EGI1
EHEB_CCLE	EHEB	EHEB_CCLE,EHEB_COSMIC,EHEB_GDC		EHEB_CCLE,EHEB_COSMIC,EHEB_GDC	EHEB
EHEB_COSMIC	EHEB	EHEB_CCLE,EHEB_COSMIC,EHEB_GDC		EHEB_CCLE,EHEB_COSMIC,EHEB_GDC	EHEB
EHEB_GDC	EHEB	EHEB_CCLE,EHEB_COSMIC,EHEB_GDC		EHEB_CCLE,EHEB_COSMIC,EHEB_GDC	EHEB
EJM_CCLE	EJM	EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC		EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC	EJM
EJM_COSMIC	EJM	EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC		EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC	EJM
EJM_EGA	EJM	EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC		EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC	EJM
EJM_GDC	EJM	EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC		EJM_CCLE,EJM_COSMIC,EJM_EGA,EJM_GDC	EJM
EKVX_CELLMINER	EKVX	EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC		EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC	EKVX
EKVX_COSMIC	EKVX	EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC		EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC	EKVX
EKVX_EGA	EKVX	EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC		EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC	EKVX
EKVX_GDC	EKVX	EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC		EKVX_CELLMINER,EKVX_COSMIC,EKVX_EGA,EKVX_GDC	EKVX
EM2_CCLE	EM2	EM2_CCLE,EM-2_COSMIC,EM-2_GDC		EM2_CCLE,EM-2_COSMIC,EM-2_GDC	EM2
EM-2_COSMIC	EM2	EM2_CCLE,EM-2_COSMIC,EM-2_GDC		EM2_CCLE,EM-2_COSMIC,EM-2_GDC	EM2
EM-2_GDC	EM2	EM2_CCLE,EM-2_COSMIC,EM-2_GDC		EM2_CCLE,EM-2_COSMIC,EM-2_GDC	EM2
EMC-BAC-1_COSMIC	EMCBAC1	EMC-BAC-1_COSMIC		EMC-BAC-1_COSMIC	EMCBAC1
EMC-BAC-2_COSMIC	EMCBAC2	EMC-BAC-2_COSMIC		EMC-BAC-2_COSMIC	EMCBAC2
EN_CCLE	EN	EN_CCLE,EN_COSMIC,EN_GDC		EN_CCLE,EN_COSMIC,EN_GDC	EN
EN_COSMIC	EN	EN_CCLE,EN_COSMIC,EN_GDC		EN_CCLE,EN_COSMIC,EN_GDC	EN
EN_GDC	EN	EN_CCLE,EN_COSMIC,EN_GDC		EN_CCLE,EN_COSMIC,EN_GDC	EN
EOL1_CCLE	EOL1	EOL1_CCLE,EOL-1_GDC	EOL1CELL_COSMIC	EOL1_CCLE,EOL1CELL_COSMIC,EOL-1_GDC	EOL1,EOL1CELL
EOL-1-CELL_COSMIC	EOL1CELL	EOL-1-CELL_COSMIC	EOL1_CCLE,EOL1_GDC	EOL1_CCLE,EOL-1-CELL_COSMIC,EOL1_GDC	EOL1,EOL1CELL
EOL-1_GDC	EOL1	EOL1_CCLE,EOL-1_GDC	EOL1CELL_COSMIC	EOL1_CCLE,EOL1CELL_COSMIC,EOL-1_GDC	EOL1,EOL1CELL
EPLC272H_CCLE	EPLC272H	EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC		EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC	EPLC272H
EPLC-272H_COSMIC	EPLC272H	EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC		EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC	EPLC272H
EPLC-272H_EGA	EPLC272H	EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC		EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC	EPLC272H
EPLC-272H_GDC	EPLC272H	EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC		EPLC272H_CCLE,EPLC-272H_COSMIC,EPLC-272H_EGA,EPLC-272H_GDC	EPLC272H
ES1_COSMIC	ES1	ES1_COSMIC		ES1_COSMIC	ES1
ES2_CCLE	ES2	ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC		ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC	ES2
ES-2_COSMIC	ES2	ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC		ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC	ES2
ES-2_EGA	ES2	ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC		ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC	ES2
ES-2_GDC	ES2	ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC		ES2_CCLE,ES-2_COSMIC,ES-2_EGA,ES-2_GDC	ES2
ES3_COSMIC	ES3	ES3_COSMIC		ES3_COSMIC	ES3
ES4_COSMIC	ES4	ES4_COSMIC		ES4_COSMIC	ES4
ES5_COSMIC	ES5	ES5_COSMIC		ES5_COSMIC	ES5
ES6_COSMIC	ES6	ES6_COSMIC		ES6_COSMIC	ES6
ES7_COSMIC	ES7	ES7_COSMIC		ES7_COSMIC	ES7
ES8_COSMIC	ES8	ES8_COSMIC		ES8_COSMIC	ES8
ESO26_COSMIC	ESO26	ESO26_COSMIC		ESO26_COSMIC	ESO26
ESO51_COSMIC	ESO51	ESO51_COSMIC		ESO51_COSMIC	ESO51
ESS1_CCLE	ESS1	ESS1_CCLE,ESS-1_COSMIC,ESS-1_GDC		ESS1_CCLE,ESS-1_COSMIC,ESS-1_GDC	ESS1
ESS-1_COSMIC	ESS1	ESS1_CCLE,ESS-1_COSMIC,ESS-1_GDC		ESS1_CCLE,ESS-1_COSMIC,ESS-1_GDC	ESS1
ESS-1_GDC	ESS1	ESS1_CCLE,ESS-1_COSMIC,ESS-1_GDC		ESS1_CCLE,ESS-1_COSMIC,ESS-1_GDC	ESS1
ETK-1_COSMIC	ETK1	ETK-1_COSMIC		ETK-1_COSMIC	ETK1
EVSAT_CCLE	EVSAT	EVSAT_CCLE,EVSA-T_COSMIC,EVSA-T_EGA		EVSAT_CCLE,EVSA-T_COSMIC,EVSA-T_EGA	EVSAT
EVSA-T_COSMIC	EVSAT	EVSAT_CCLE,EVSA-T_COSMIC,EVSA-T_EGA		EVSAT_CCLE,EVSA-T_COSMIC,EVSA-T_EGA	EVSAT
EVSA-T_EGA	EVSAT	EVSAT_CCLE,EVSA-T_COSMIC,EVSA-T_EGA		EVSAT_CCLE,EVSA-T_COSMIC,EVSA-T_EGA	EVSAT
EW-11_COSMIC	EW11	EW-11_COSMIC		EW-11_COSMIC	EW11
EW-12_COSMIC	EW12	EW-12_COSMIC		EW-12_COSMIC	EW12
EW-13_COSMIC	EW13	EW-13_COSMIC		EW-13_COSMIC	EW13
EW-16_COSMIC	EW16	EW-16_COSMIC		EW-16_COSMIC	EW16
EW-18_COSMIC	EW18	EW-18_COSMIC		EW-18_COSMIC	EW18
EW-1_COSMIC	EW1	EW-1_COSMIC		EW-1_COSMIC	EW1
EW-22_COSMIC	EW22	EW-22_COSMIC		EW-22_COSMIC	EW22
EW-24_COSMIC	EW24	EW-24_COSMIC		EW-24_COSMIC	EW24
EW-3_COSMIC	EW3	EW-3_COSMIC		EW-3_COSMIC	EW3
EW-7_COSMIC	EW7	EW-7_COSMIC		EW-7_COSMIC	EW7
F36P_CCLE	F36P	F36P_CCLE,F-36P_GDC		F36P_CCLE,F-36P_GDC	F36P
F-36P_GDC	F36P	F36P_CCLE,F-36P_GDC		F36P_CCLE,F-36P_GDC	F36P
FADU_CCLE	FADU	FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC		FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC	FADU,FD
FADU_COSMIC	FADU	FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC		FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC	FADU,FD
FADU_EGA	FADU	FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC		FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC	FADU,FD
FaDu_GDC	FADU	FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC		FADU_CCLE,FADU_COSMIC,FADU_EGA,FaDu_GDC	FADU,FD
FARAGE_COSMIC	FARAGE	FARAGE_COSMIC,FARAGE_EGA		FARAGE_COSMIC,FARAGE_EGA	FARAGE
FARAGE_EGA	FARAGE	FARAGE_COSMIC,FARAGE_EGA		FARAGE_COSMIC,FARAGE_EGA	FARAGE
FLO-1_COSMIC	FLO1	FLO-1_COSMIC		FLO-1_COSMIC	FLO1
FTC133_CCLE	FTC133	FTC133_CCLE,FTC-133_COSMIC,FTC-133_GDC	FTC238_CCLE,FTC238_GDC	FTC133_CCLE,FTC-133_COSMIC,FTC-133_GDC,FTC238_CCLE,FTC238_GDC	FTC133,FTC238
FTC-133_COSMIC	FTC133	FTC133_CCLE,FTC-133_COSMIC,FTC-133_GDC	FTC238_CCLE,FTC238_GDC	FTC133_CCLE,FTC-133_COSMIC,FTC-133_GDC,FTC238_CCLE,FTC238_GDC	FTC133,FTC238
FTC-133_GDC	FTC133	FTC133_CCLE,FTC-133_COSMIC,FTC-133_GDC	FTC238_CCLE,FTC238_GDC	FTC133_CCLE,FTC-133_COSMIC,FTC-133_GDC,FTC238_CCLE,FTC238_GDC	FTC133,FTC238
FTC238_CCLE	FTC238	FTC238_CCLE,FTC-238_GDC	FTC133_CCLE,FTC133_COSMIC,FTC133_GDC	FTC133_CCLE,FTC133_COSMIC,FTC133_GDC,FTC238_CCLE,FTC-238_GDC	FTC133,FTC238
FTC-238_GDC	FTC238	FTC238_CCLE,FTC-238_GDC	FTC133_CCLE,FTC133_COSMIC,FTC133_GDC	FTC133_CCLE,FTC133_COSMIC,FTC133_GDC,FTC238_CCLE,FTC-238_GDC	FTC133,FTC238
FU97_CCLE	FU97	FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC		FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC	FU97
FU97_COSMIC	FU97	FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC		FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC	FU97
FU97_EGA	FU97	FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC		FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC	FU97
FU97_GDC	FU97	FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC		FU97_CCLE,FU97_COSMIC,FU97_EGA,FU97_GDC	FU97
FUOV1_CCLE	FUOV1	FUOV1_CCLE,FU-OV-1_COSMIC,FU-OV-1_GDC		FUOV1_CCLE,FU-OV-1_COSMIC,FU-OV-1_GDC	FUOV1
FU-OV-1_COSMIC	FUOV1	FUOV1_CCLE,FU-OV-1_COSMIC,FU-OV-1_GDC		FUOV1_CCLE,FU-OV-1_COSMIC,FU-OV-1_GDC	FUOV1
FU-OV-1_GDC	FUOV1	FUOV1_CCLE,FU-OV-1_COSMIC,FU-OV-1_GDC		FUOV1_CCLE,FU-OV-1_COSMIC,FU-OV-1_GDC	FUOV1
G111_EGA	G111	G111_EGA		G111_EGA	G111
G112_EGA	G112	G112_EGA		G112_EGA	G112
G118_EGA	G118	G118_EGA		G118_EGA	G118
G120_EGA	G120	G120_EGA		G120_EGA	G120
G121_EGA	G121	G121_EGA		G121_EGA	G121
G122_EGA	G122	G122_EGA		G122_EGA	G122
G124_EGA	G124	G124_EGA		G124_EGA	G124
G130_EGA	G130	G130_EGA		G130_EGA	G130
G140_EGA	G140	G140_EGA		G140_EGA	G140
G141_EGA	G141	G141_EGA		G141_EGA	G141
G142_EGA	G142	G142_EGA		G142_EGA	G142
G22_EGA	G22	G22_EGA		G22_EGA	G22
G28T_EGA	G28T	G28T_EGA		G28T_EGA	G28T
G-292_CLONE_A141B1_COSMIC	G292CLONEA141B1	G-292_CLONE_A141B1_COSMIC		G-292_CLONE_A141B1_COSMIC	G292CLONEA141B1
G361_CCLE	G361	G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC		G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC	G361
G-361_COSMIC	G361	G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC		G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC	G361
G-361_EGA	G361	G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC		G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC	G361
G-361_GDC	G361	G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC		G361_CCLE,G-361_COSMIC,G-361_EGA,G-361_GDC	G361
G401_CCLE	G401	G401_CCLE,G-401_COSMIC,G-401_GDC		G401_CCLE,G-401_COSMIC,G-401_GDC	G401
G-401_COSMIC	G401	G401_CCLE,G-401_COSMIC,G-401_GDC		G401_CCLE,G-401_COSMIC,G-401_GDC	G401
G-401_GDC	G401	G401_CCLE,G-401_COSMIC,G-401_GDC		G401_CCLE,G-401_COSMIC,G-401_GDC	G401
G402_CCLE	G402	G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC		G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC	G402
G-402_COSMIC	G402	G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC		G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC	G402
G-402_EGA	G402	G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC		G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC	G402
G-402_GDC	G402	G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC		G402_CCLE,G-402_COSMIC,G-402_EGA,G-402_GDC	G402
G44_EGA	G44	G44_EGA		G44_EGA	G44
G59_EGA	G59	G59_EGA		G59_EGA	G59
G61_EGA	G61	G61_EGA		G61_EGA	G61
G84_EGA	G84	G84_EGA		G84_EGA	G84
G96_EGA	G96	G96_EGA		G96_EGA	G96
GA-10_COSMIC	GA10	GA-10_COSMIC,GA-10_EGA,GA-10_GDC		GA-10_COSMIC,GA-10_EGA,GA-10_GDC	GA10
GA-10_EGA	GA10	GA-10_COSMIC,GA-10_EGA,GA-10_GDC		GA-10_COSMIC,GA-10_EGA,GA-10_GDC	GA10
GA-10_GDC	GA10	GA-10_COSMIC,GA-10_EGA,GA-10_GDC		GA-10_COSMIC,GA-10_EGA,GA-10_GDC	GA10
GAK_COSMIC	GAK	GAK_COSMIC		GAK_COSMIC	GAK
GAMG_CCLE	GAMG	GAMG_CCLE,GAMG_COSMIC,GAMG_GDC		GAMG_CCLE,GAMG_COSMIC,GAMG_GDC	GAMG
GAMG_COSMIC	GAMG	GAMG_CCLE,GAMG_COSMIC,GAMG_GDC		GAMG_CCLE,GAMG_COSMIC,GAMG_GDC	GAMG
GAMG_GDC	GAMG	GAMG_CCLE,GAMG_COSMIC,GAMG_GDC		GAMG_CCLE,GAMG_COSMIC,GAMG_GDC	GAMG
GB-1_COSMIC	GB1	GB-1_COSMIC,GB-1_GDC		GB-1_COSMIC,GB-1_GDC	GB1
GB-1_GDC	GB1	GB-1_COSMIC,GB-1_GDC		GB-1_COSMIC,GB-1_GDC	GB1
GCIY_CCLE	GCIY	GCIY_CCLE,GCIY_COSMIC,GCIY_GDC		GCIY_CCLE,GCIY_COSMIC,GCIY_GDC	GCIY
GCIY_COSMIC	GCIY	GCIY_CCLE,GCIY_COSMIC,GCIY_GDC		GCIY_CCLE,GCIY_COSMIC,GCIY_GDC	GCIY
GCIY_GDC	GCIY	GCIY_CCLE,GCIY_COSMIC,GCIY_GDC		GCIY_CCLE,GCIY_COSMIC,GCIY_GDC	GCIY
GCT_CCLE	GCT	GCT_CCLE,GCT_COSMIC,GCT_GDC		GCT_CCLE,GCT_COSMIC,GCT_GDC	GCT
GCT_COSMIC	GCT	GCT_CCLE,GCT_COSMIC,GCT_GDC		GCT_CCLE,GCT_COSMIC,GCT_GDC	GCT
GCT_GDC	GCT	GCT_CCLE,GCT_COSMIC,GCT_GDC		GCT_CCLE,GCT_COSMIC,GCT_GDC	GCT
GDM1_CCLE	GDM1	GDM1_CCLE,GDM-1_COSMIC,GDM-1_GDC		GDM1_CCLE,GDM-1_COSMIC,GDM-1_GDC	GDM1
GDM-1_COSMIC	GDM1	GDM1_CCLE,GDM-1_COSMIC,GDM-1_GDC		GDM1_CCLE,GDM-1_COSMIC,GDM-1_GDC	GDM1
GDM-1_GDC	GDM1	GDM1_CCLE,GDM-1_COSMIC,GDM-1_GDC		GDM1_CCLE,GDM-1_COSMIC,GDM-1_GDC	GDM1
GEO_COSMIC	GEO	GEO_COSMIC		GEO_COSMIC	GEO
GI1_CCLE	GI1	GI1_CCLE,GI-1_COSMIC,GI-1_GDC		GI1_CCLE,GI-1_COSMIC,GI-1_GDC	GI1
GI-1_COSMIC	GI1	GI1_CCLE,GI-1_COSMIC,GI-1_GDC		GI1_CCLE,GI-1_COSMIC,GI-1_GDC	GI1
GI-1_GDC	GI1	GI1_CCLE,GI-1_COSMIC,GI-1_GDC		GI1_CCLE,GI-1_COSMIC,GI-1_GDC	GI1
GI-ME-N_COSMIC	GIMEN	GI-ME-N_COSMIC		GI-ME-N_COSMIC	GIMEN
G-MEL_COSMIC	GMEL	G-MEL_COSMIC		G-MEL_COSMIC	GMEL
GMS10_CCLE	GMS10	GMS10_CCLE,GMS-10_COSMIC,GMS-10_GDC		GMS10_CCLE,GMS-10_COSMIC,GMS-10_GDC	GMS10
GMS-10_COSMIC	GMS10	GMS10_CCLE,GMS-10_COSMIC,GMS-10_GDC		GMS10_CCLE,GMS-10_COSMIC,GMS-10_GDC	GMS10
GMS-10_GDC	GMS10	GMS10_CCLE,GMS-10_COSMIC,GMS-10_GDC		GMS10_CCLE,GMS-10_COSMIC,GMS-10_GDC	GMS10
GOS3_CCLE	GOS3	GOS3_CCLE,GOS-3_GDC		GOS3_CCLE,GOS-3_GDC	GOS3
GOS-3_GDC	GOS3	GOS3_CCLE,GOS-3_GDC		GOS3_CCLE,GOS-3_GDC	GOS3
GOTO_COSMIC	GOTO	GOTO_COSMIC		GOTO_COSMIC	GOTO
GP2D_CCLE	GP2D	GP2D_CCLE,GP2D_EGA,GP2d_GDC	GP5D_COSMIC,GP5D_EGA	GP2D_CCLE,GP2D_EGA,GP2d_GDC,GP5D_COSMIC,GP5D_EGA	GP2D,GP2,GP5D
GP2D_EGA	GP2D	GP2D_CCLE,GP2D_EGA,GP2d_GDC	GP5D_COSMIC,GP5D_EGA	GP2D_CCLE,GP2D_EGA,GP2d_GDC,GP5D_COSMIC,GP5D_EGA	GP2D,GP2,GP5D
GP2d_GDC	GP2D	GP2D_CCLE,GP2D_EGA,GP2d_GDC	GP5D_COSMIC,GP5D_EGA	GP2D_CCLE,GP2D_EGA,GP2d_GDC,GP5D_COSMIC,GP5D_EGA	GP2D,GP2,GP5D
GP5D_COSMIC	GP5D	GP5D_COSMIC,GP5D_EGA	GP2D_CCLE,GP2D_EGA,GP2D_GDC	GP2D_CCLE,GP2D_EGA,GP2D_GDC,GP5D_COSMIC,GP5D_EGA	GP2D,GP5D
GP5D_EGA	GP5D	GP5D_COSMIC,GP5D_EGA	GP2D_CCLE,GP2D_EGA,GP2D_GDC	GP2D_CCLE,GP2D_EGA,GP2D_GDC,GP5D_COSMIC,GP5D_EGA	GP2D,GP5D
GRANTA519_CCLE	GRANTA519	GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC		GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC	GRANTA519
GRANTA-519_COSMIC	GRANTA519	GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC		GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC	GRANTA519
GRANTA-519_EGA	GRANTA519	GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC		GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC	GRANTA519
GRANTA-519_GDC	GRANTA519	GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC		GRANTA519_CCLE,GRANTA-519_COSMIC,GRANTA-519_EGA,GRANTA-519_GDC	GRANTA519
GR-M_EGA	GRM	GR-M_EGA		GR-M_EGA	GRM
GR-ST_COSMIC	GRST	GR-ST_COSMIC		GR-ST_COSMIC	GRST
GSS_CCLE	GSS	GSS_CCLE,GSS_GDC		GSS_CCLE,GSS_GDC	GSS
GSS_GDC	GSS	GSS_CCLE,GSS_GDC		GSS_CCLE,GSS_GDC	GSS
GSU_CCLE	GSU	GSU_CCLE,GSU_GDC		GSU_CCLE,GSU_GDC	GSU
GSU_GDC	GSU	GSU_CCLE,GSU_GDC		GSU_CCLE,GSU_GDC	GSU
GT3TKB_COSMIC	GT3TKB	GT3TKB_COSMIC	RERFLCAI_CCLE,RERFLCAI_GDC	GT3TKB_COSMIC,RERFLCAI_CCLE,RERFLCAI_GDC	GT3TKB,RERFLCAI
GTL-16_EGA	GTL16	GTL-16_EGA		GTL-16_EGA	GTL16
H2369_COSMIC	H2369	H2369_COSMIC	NCIH2369_EGA	H2369_COSMIC,NCIH2369_EGA	H2369,NCIH2369
