CL	CL_plane	Name_identical	Related	Merged	Naked_merged
COLO_800_EGA	COLO800	COLO-800_COSMIC,COLO_800_EGA,COLO-800_GDC	COLO818_CCLE,COLO818_EGA	COLO-800_COSMIC,COLO_800_EGA,COLO-800_GDC,COLO818_CCLE,COLO818_EGA	COLO800,COLO818
COLO-800_GDC	COLO800	COLO-800_COSMIC,COLO_800_EGA,COLO-800_GDC	COLO818_CCLE,COLO818_EGA	COLO-800_COSMIC,COLO_800_EGA,COLO-800_GDC,COLO818_CCLE,COLO818_EGA	COLO800,COLO818
COLO818_CCLE	COLO818	COLO818_CCLE,COLO-818_EGA	COLO800_COSMIC,COLO800_EGA,COLO800_GDC	COLO800_COSMIC,COLO800_EGA,COLO800_GDC,COLO818_CCLE,COLO-818_EGA	COLO800,COLO818
COLO-818_EGA	COLO818	COLO818_CCLE,COLO-818_EGA	COLO800_COSMIC,COLO800_EGA,COLO800_GDC	COLO800_COSMIC,COLO800_EGA,COLO800_GDC,COLO818_CCLE,COLO-818_EGA	COLO800,COLO818
COLO-824_COSMIC	COLO824	COLO-824_COSMIC		COLO-824_COSMIC	COLO824
COLO829_CCLE	COLO829	COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC		COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC	COLO829
COLO-829_COSMIC	COLO829	COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC		COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC	COLO829
COLO_829_EGA	COLO829	COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC		COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC	COLO829
COLO_829_GDC	COLO829	COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC		COLO829_CCLE,COLO-829_COSMIC,COLO_829_EGA,COLO_829_GDC	COLO829
COLO_849_EGA	COLO849	COLO_849_EGA		COLO_849_EGA	COLO849
COLO_853_EGA	COLO853	COLO_853_EGA		COLO_853_EGA	COLO853
COLO_857_EGA	COLO857	COLO_857_EGA		COLO_857_EGA	COLO857
COR-L105_COSMIC	CORL105	COR-L105_COSMIC,COR-L105_GDC		COR-L105_COSMIC,COR-L105_GDC	CORL105
COR-L105_GDC	CORL105	COR-L105_COSMIC,COR-L105_GDC		COR-L105_COSMIC,COR-L105_GDC	CORL105
CORL23_CCLE	CORL23	CORL23_CCLE,COR-L23_COSMIC,COR-L23_GDC		CORL23_CCLE,COR-L23_COSMIC,COR-L23_GDC	CORL23
COR-L23_COSMIC	CORL23	CORL23_CCLE,COR-L23_COSMIC,COR-L23_GDC		CORL23_CCLE,COR-L23_COSMIC,COR-L23_GDC	CORL23
COR-L23_GDC	CORL23	CORL23_CCLE,COR-L23_COSMIC,COR-L23_GDC		CORL23_CCLE,COR-L23_COSMIC,COR-L23_GDC	CORL23
CORL24_CCLE	CORL24	CORL24_CCLE,COR-L24_GDC		CORL24_CCLE,COR-L24_GDC	CORL24
COR-L24_GDC	CORL24	CORL24_CCLE,COR-L24_GDC		CORL24_CCLE,COR-L24_GDC	CORL24
COR-L26_EGA	CORL26	COR-L26_EGA		COR-L26_EGA	CORL26
CORL279_CCLE	CORL279	CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC		CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC	CORL279
COR-L279_COSMIC	CORL279	CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC		CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC	CORL279
COR-L279_EGA	CORL279	CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC		CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC	CORL279
COR-L279_GDC	CORL279	CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC		CORL279_CCLE,COR-L279_COSMIC,COR-L279_EGA,COR-L279_GDC	CORL279
COR-L303_COSMIC	CORL303	COR-L303_COSMIC		COR-L303_COSMIC	CORL303
COR-L311_COSMIC	CORL311	COR-L311_COSMIC,COR-L311_GDC		COR-L311_COSMIC,COR-L311_GDC	CORL311
COR-L311_GDC	CORL311	COR-L311_COSMIC,COR-L311_GDC		COR-L311_COSMIC,COR-L311_GDC	CORL311
COR-L321_COSMIC	CORL321	COR-L321_COSMIC		COR-L321_COSMIC	CORL321
COR-L32_COSMIC	CORL32	COR-L32_COSMIC		COR-L32_COSMIC	CORL32
CORL47_CCLE	CORL47	CORL47_CCLE,COR-L47_EGA,COR-L47_GDC		CORL47_CCLE,COR-L47_EGA,COR-L47_GDC	CORL47
COR-L47_EGA	CORL47	CORL47_CCLE,COR-L47_EGA,COR-L47_GDC		CORL47_CCLE,COR-L47_EGA,COR-L47_GDC	CORL47
COR-L47_GDC	CORL47	CORL47_CCLE,COR-L47_EGA,COR-L47_GDC		CORL47_CCLE,COR-L47_EGA,COR-L47_GDC	CORL47
CORL51_CCLE	CORL51	CORL51_CCLE		CORL51_CCLE	CORL51
CORL88_CCLE	CORL88	CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC		CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC	CORL88
COR-L88_COSMIC	CORL88	CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC		CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC	CORL88
COR-L88_EGA	CORL88	CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC		CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC	CORL88
COR-L88_GDC	CORL88	CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC		CORL88_CCLE,COR-L88_COSMIC,COR-L88_EGA,COR-L88_GDC	CORL88
CORL95_CCLE	CORL95	CORL95_CCLE,COR-L95_COSMIC,COR-L95_GDC		CORL95_CCLE,COR-L95_COSMIC,COR-L95_GDC	CORL95
COR-L95_COSMIC	CORL95	CORL95_CCLE,COR-L95_COSMIC,COR-L95_GDC		CORL95_CCLE,COR-L95_COSMIC,COR-L95_GDC	CORL95
COR-L95_GDC	CORL95	CORL95_CCLE,COR-L95_COSMIC,COR-L95_GDC		CORL95_CCLE,COR-L95_COSMIC,COR-L95_GDC	CORL95
COV318_CCLE	COV318	COV318_CCLE,COV318_EGA,COV318_GDC		COV318_CCLE,COV318_EGA,COV318_GDC	COV318
COV318_EGA	COV318	COV318_CCLE,COV318_EGA,COV318_GDC		COV318_CCLE,COV318_EGA,COV318_GDC	COV318
COV318_GDC	COV318	COV318_CCLE,COV318_EGA,COV318_GDC		COV318_CCLE,COV318_EGA,COV318_GDC	COV318
COV362_CCLE	COV362	COV362_CCLE,COV362_EGA,COV362_GDC		COV362_CCLE,COV362_EGA,COV362_GDC	COV362
COV362_EGA	COV362	COV362_CCLE,COV362_EGA,COV362_GDC		COV362_CCLE,COV362_EGA,COV362_GDC	COV362
COV362_GDC	COV362	COV362_CCLE,COV362_EGA,COV362_GDC		COV362_CCLE,COV362_EGA,COV362_GDC	COV362
COV413A_EGA	COV413A	COV413A_EGA		COV413A_EGA	COV413A
COV413B_EGA	COV413B	COV413B_EGA		COV413B_EGA	COV413B
COV434_CCLE	COV434	COV434_CCLE,COV434_EGA,COV434_GDC		COV434_CCLE,COV434_EGA,COV434_GDC	COV434
COV434_EGA	COV434	COV434_CCLE,COV434_EGA,COV434_GDC		COV434_CCLE,COV434_EGA,COV434_GDC	COV434
COV434_GDC	COV434	COV434_CCLE,COV434_EGA,COV434_GDC		COV434_CCLE,COV434_EGA,COV434_GDC	COV434
COV504_CCLE	COV504	COV504_CCLE,COV504_EGA,COV504_GDC		COV504_CCLE,COV504_EGA,COV504_GDC	COV504
COV504_EGA	COV504	COV504_CCLE,COV504_EGA,COV504_GDC		COV504_CCLE,COV504_EGA,COV504_GDC	COV504
COV504_GDC	COV504	COV504_CCLE,COV504_EGA,COV504_GDC		COV504_CCLE,COV504_EGA,COV504_GDC	COV504
COV644_CCLE	COV644	COV644_CCLE,COV644_EGA,COV644_GDC		COV644_CCLE,COV644_EGA,COV644_GDC	COV644
COV644_EGA	COV644	COV644_CCLE,COV644_EGA,COV644_GDC		COV644_CCLE,COV644_EGA,COV644_GDC	COV644
COV644_GDC	COV644	COV644_CCLE,COV644_EGA,COV644_GDC		COV644_CCLE,COV644_EGA,COV644_GDC	COV644
CP50-MEL-B_COSMIC	CP50MELB	CP50-MEL-B_COSMIC		CP50-MEL-B_COSMIC	CP50MELB
CP66-MEL_COSMIC	CP66MEL	CP66-MEL_COSMIC		CP66-MEL_COSMIC	CP66MEL
CP67-MEL_COSMIC	CP67MEL	CP67-MEL_COSMIC		CP67-MEL_COSMIC	CP67MEL
CPCN_CCLE	CPCN	CPCN_CCLE,CPC-N_COSMIC,CPC-N_EGA		CPCN_CCLE,CPC-N_COSMIC,CPC-N_EGA	CPCN
CPC-N_COSMIC	CPCN	CPCN_CCLE,CPC-N_COSMIC,CPC-N_EGA		CPCN_CCLE,CPC-N_COSMIC,CPC-N_EGA	CPCN
CPC-N_EGA	CPCN	CPCN_CCLE,CPC-N_COSMIC,CPC-N_EGA		CPCN_CCLE,CPC-N_COSMIC,CPC-N_EGA	CPCN
CRO-AP2_COSMIC	CROAP2	CRO-AP2_COSMIC		CRO-AP2_COSMIC	CROAP2
CRO-AP3_COSMIC	CROAP3	CRO-AP3_COSMIC		CRO-AP3_COSMIC	CROAP3
CS1_COSMIC	CS1	CS1_COSMIC		CS1_COSMIC	CS1
CTB-1_COSMIC	CTB1	CTB-1_COSMIC		CTB-1_COSMIC	CTB1
CTV-1_COSMIC	CTV1	CTV-1_COSMIC		CTV-1_COSMIC	CTV1
CW2_CCLE	CW2	CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC		CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC	CW2
CW-2_COSMIC	CW2	CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC		CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC	CW2
CW-2_EGA	CW2	CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC		CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC	CW2
CW-2_GDC	CW2	CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC		CW2_CCLE,CW-2_COSMIC,CW-2_EGA,CW-2_GDC	CW2
CX-1_EGA	CX1	CX-1_EGA		CX-1_EGA	CX1
D-245MG_COSMIC	D245MG	D-245MG_COSMIC		D-245MG_COSMIC	D245MG
D-247MG_COSMIC	D247MG	D-247MG_COSMIC		D-247MG_COSMIC	D247MG
D-263MG_COSMIC	D263MG	D-263MG_COSMIC		D-263MG_COSMIC	D263MG
D-283MED_COSMIC	D283MED	D-283MED_COSMIC,D283_Med_GDC		D-283MED_COSMIC,D283_Med_GDC	D283MED,D283M
D283_Med_GDC	D283MED	D-283MED_COSMIC,D283_Med_GDC		D-283MED_COSMIC,D283_Med_GDC	D283MED,D283M
D-336MG_COSMIC	D336MG	D-336MG_COSMIC		D-336MG_COSMIC	D336MG
D341MED_CCLE	D341MED	D341MED_CCLE,D341_Med_GDC		D341MED_CCLE,D341_Med_GDC	D341MED,D341M
D341_Med_GDC	D341MED	D341MED_CCLE,D341_Med_GDC		D341MED_CCLE,D341_Med_GDC	D341MED,D341M
D-392MG_COSMIC	D392MG	D-392MG_COSMIC		D-392MG_COSMIC	D392MG
D-423MG_COSMIC	D423MG	D-423MG_COSMIC		D-423MG_COSMIC	D423MG
D-502MG_COSMIC	D502MG	D-502MG_COSMIC		D-502MG_COSMIC	D502MG
D-542MG_COSMIC	D542MG	D-542MG_COSMIC		D-542MG_COSMIC	D542MG
D-566MG_COSMIC	D566MG	D-566MG_COSMIC		D-566MG_COSMIC	D566MG
DANG_CCLE	DANG	DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC		DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC	DANG
DAN-G_COSMIC	DANG	DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC		DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC	DANG
DAN-G_EGA	DANG	DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC		DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC	DANG
DAN-G_GDC	DANG	DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC		DANG_CCLE,DAN-G_COSMIC,DAN-G_EGA,DAN-G_GDC	DANG
DAOY_CCLE	DAOY	DAOY_CCLE,DAOY_COSMIC,Daoy_GDC		DAOY_CCLE,DAOY_COSMIC,Daoy_GDC	DAOY,D
DAOY_COSMIC	DAOY	DAOY_CCLE,DAOY_COSMIC,Daoy_GDC		DAOY_CCLE,DAOY_COSMIC,Daoy_GDC	DAOY,D
Daoy_GDC	DAOY	DAOY_CCLE,DAOY_COSMIC,Daoy_GDC		DAOY_CCLE,DAOY_COSMIC,Daoy_GDC	DAOY,D
DAUDI_CCLE	DAUDI	DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC		DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC	DAUDI,D
DAUDI_COSMIC	DAUDI	DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC		DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC	DAUDI,D
DAUDI_EGA	DAUDI	DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC		DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC	DAUDI,D
Daudi_GDC	DAUDI	DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC		DAUDI_CCLE,DAUDI_COSMIC,DAUDI_EGA,Daudi_GDC	DAUDI,D
DB_CCLE	DB	DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC		DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC	DB
DB_COSMIC	DB	DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC		DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC	DB
DB_EGA	DB	DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC		DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC	DB
DB_GDC	DB	DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC		DB_CCLE,DB_COSMIC,DB_EGA,DB_GDC	DB
DBTRG05MG_CCLE	DBTRG05MG	DBTRG05MG_CCLE,DBTRG-05MG_COSMIC,DBTRG-05MG_GDC		DBTRG05MG_CCLE,DBTRG-05MG_COSMIC,DBTRG-05MG_GDC	DBTRG05MG
DBTRG-05MG_COSMIC	DBTRG05MG	DBTRG05MG_CCLE,DBTRG-05MG_COSMIC,DBTRG-05MG_GDC		DBTRG05MG_CCLE,DBTRG-05MG_COSMIC,DBTRG-05MG_GDC	DBTRG05MG
DBTRG-05MG_GDC	DBTRG05MG	DBTRG05MG_CCLE,DBTRG-05MG_COSMIC,DBTRG-05MG_GDC		DBTRG05MG_CCLE,DBTRG-05MG_COSMIC,DBTRG-05MG_GDC	DBTRG05MG
DEL_CCLE	DEL	DEL_CCLE,DEL_COSMIC,DEL_GDC		DEL_CCLE,DEL_COSMIC,DEL_GDC	DEL
DEL_COSMIC	DEL	DEL_CCLE,DEL_COSMIC,DEL_GDC		DEL_CCLE,DEL_COSMIC,DEL_GDC	DEL
DEL_GDC	DEL	DEL_CCLE,DEL_COSMIC,DEL_GDC		DEL_CCLE,DEL_COSMIC,DEL_GDC	DEL
DEOC-1_EGA	DEOC1	DEOC-1_EGA		DEOC-1_EGA	DEOC1
DETROIT562_CCLE	DETROIT562	DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC		DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC	DETROIT562,D562
DETROIT562_COSMIC	DETROIT562	DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC		DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC	DETROIT562,D562
DETROIT_562_EGA	DETROIT562	DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC		DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC	DETROIT562,D562
Detroit_562_GDC	DETROIT562	DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC		DETROIT562_CCLE,DETROIT562_COSMIC,DETROIT_562_EGA,Detroit_562_GDC	DETROIT562,D562
DG-75_COSMIC	DG75	DG-75_COSMIC		DG-75_COSMIC	DG75
DIFI_COSMIC	DIFI	DIFI_COSMIC		DIFI_COSMIC	DIFI
DJM-1_COSMIC	DJM1	DJM-1_COSMIC		DJM-1_COSMIC	DJM1
DKMG_CCLE	DKMG	DKMG_CCLE,DK-MG_COSMIC,DK-MG_GDC		DKMG_CCLE,DK-MG_COSMIC,DK-MG_GDC	DKMG
DK-MG_COSMIC	DKMG	DKMG_CCLE,DK-MG_COSMIC,DK-MG_GDC		DKMG_CCLE,DK-MG_COSMIC,DK-MG_GDC	DKMG
DK-MG_GDC	DKMG	DKMG_CCLE,DK-MG_COSMIC,DK-MG_GDC		DKMG_CCLE,DK-MG_COSMIC,DK-MG_GDC	DKMG
DLD-1_EGA	DLD1	DLD-1_EGA	HCT8_EGA,HCT15_CCLE,HCT15_CELLMINER,HCT15_COSMIC,HCT15_EGA,HCT15_GDC,HRT18_CCLE	DLD-1_EGA,HCT15_CCLE,HCT15_CELLMINER,HCT15_COSMIC,HCT15_EGA,HCT15_GDC,HCT8_EGA,HRT18_CCLE	DLD1,HCT15,HCT8,HRT18
DM3_CCLE	DM3	DM3_CCLE,DM-3_GDC		DM3_CCLE,DM-3_GDC	DM3
DM-3_GDC	DM3	DM3_CCLE,DM-3_GDC		DM3_CCLE,DM-3_GDC	DM3
DMS114_CCLE	DMS114	DMS114_CCLE,DMS-114_COSMIC,DMS_114_GDC		DMS114_CCLE,DMS-114_COSMIC,DMS_114_GDC	DMS114
DMS-114_COSMIC	DMS114	DMS114_CCLE,DMS-114_COSMIC,DMS_114_GDC		DMS114_CCLE,DMS-114_COSMIC,DMS_114_GDC	DMS114
DMS_114_GDC	DMS114	DMS114_CCLE,DMS-114_COSMIC,DMS_114_GDC		DMS114_CCLE,DMS-114_COSMIC,DMS_114_GDC	DMS114
DMS153_CCLE	DMS153	DMS153_CCLE,DMS_153_GDC		DMS153_CCLE,DMS_153_GDC	DMS153
DMS_153_GDC	DMS153	DMS153_CCLE,DMS_153_GDC		DMS153_CCLE,DMS_153_GDC	DMS153
DMS273_CCLE	DMS273	DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC		DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC	DMS273
DMS-273_COSMIC	DMS273	DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC		DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC	DMS273
DMS_273_EGA	DMS273	DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC		DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC	DMS273
DMS_273_GDC	DMS273	DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC		DMS273_CCLE,DMS-273_COSMIC,DMS_273_EGA,DMS_273_GDC	DMS273
DMS454_CCLE	DMS454	DMS454_CCLE,DMS_454_EGA,DMS_454_GDC		DMS454_CCLE,DMS_454_EGA,DMS_454_GDC	DMS454
DMS_454_EGA	DMS454	DMS454_CCLE,DMS_454_EGA,DMS_454_GDC		DMS454_CCLE,DMS_454_EGA,DMS_454_GDC	DMS454
DMS_454_GDC	DMS454	DMS454_CCLE,DMS_454_EGA,DMS_454_GDC		DMS454_CCLE,DMS_454_EGA,DMS_454_GDC	DMS454
DMS53_CCLE	DMS53	DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC		DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC	DMS53
DMS-53_COSMIC	DMS53	DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC		DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC	DMS53
DMS_53_EGA	DMS53	DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC		DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC	DMS53
DMS_53_GDC	DMS53	DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC		DMS53_CCLE,DMS-53_COSMIC,DMS_53_EGA,DMS_53_GDC	DMS53
DMS79_CCLE	DMS79	DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC		DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC	DMS79
DMS-79_COSMIC	DMS79	DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC		DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC	DMS79
DMS_79_EGA	DMS79	DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC		DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC	DMS79
DMS_79_GDC	DMS79	DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC		DMS79_CCLE,DMS-79_COSMIC,DMS_79_EGA,DMS_79_GDC	DMS79
DND41_CCLE	DND41	DND41_CCLE,DND-41_COSMIC,DND-41_GDC		DND41_CCLE,DND-41_COSMIC,DND-41_GDC	DND41
DND-41_COSMIC	DND41	DND41_CCLE,DND-41_COSMIC,DND-41_GDC		DND41_CCLE,DND-41_COSMIC,DND-41_GDC	DND41
DND-41_GDC	DND41	DND41_CCLE,DND-41_COSMIC,DND-41_GDC		DND41_CCLE,DND-41_COSMIC,DND-41_GDC	DND41
DOHH2_CCLE	DOHH2	DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC		DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC	DOHH2
DOHH-2_COSMIC	DOHH2	DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC		DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC	DOHH2
DOHH-2_EGA	DOHH2	DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC		DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC	DOHH2
DOHH-2_GDC	DOHH2	DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC		DOHH2_CCLE,DOHH-2_COSMIC,DOHH-2_EGA,DOHH-2_GDC	DOHH2
DOK_COSMIC	DOK	DOK_COSMIC,DOK_EGA		DOK_COSMIC,DOK_EGA	DOK
DOK_EGA	DOK	DOK_COSMIC,DOK_EGA		DOK_COSMIC,DOK_EGA	DOK
DOR_13_EGA	DOR13	DOR_13_EGA		DOR_13_EGA	DOR13
DOTC2-4510_COSMIC	DOTC24510	DOTC2-4510_COSMIC		DOTC2-4510_COSMIC	DOTC24510
DOV13_COSMIC	DOV13	DOV13_COSMIC		DOV13_COSMIC	DOV13
DSH1_COSMIC	DSH1	DSH1_COSMIC		DSH1_COSMIC	DSH1
DU145_CCLE	DU145	DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC		DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC	DU145
DU_145_CELLMINER	DU145	DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC		DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC	DU145
DU-145_COSMIC	DU145	DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC		DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC	DU145
DU_145_EGA	DU145	DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC		DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC	DU145
DU_145_GDC	DU145	DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC		DU145_CCLE,DU_145_CELLMINER,DU-145_COSMIC,DU_145_EGA,DU_145_GDC	DU145
DU4475_CCLE	DU4475	DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC		DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC	DU4475
DU-4475_COSMIC	DU4475	DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC		DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC	DU4475
DU4475_EGA	DU4475	DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC		DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC	DU4475
DU4475_GDC	DU4475	DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC		DU4475_CCLE,DU-4475_COSMIC,DU4475_EGA,DU4475_GDC	DU4475
DV90_CCLE	DV90	DV90_CCLE,DV-90_EGA,DV-90_GDC		DV90_CCLE,DV-90_EGA,DV-90_GDC	DV90
DV-90_EGA	DV90	DV90_CCLE,DV-90_EGA,DV-90_GDC		DV90_CCLE,DV-90_EGA,DV-90_GDC	DV90
DV-90_GDC	DV90	DV90_CCLE,DV-90_EGA,DV-90_GDC		DV90_CCLE,DV-90_EGA,DV-90_GDC	DV90
EB1_EGA	EB1	EB1_EGA,EB1_GDC		EB1_EGA,EB1_GDC	EB1
EB1_GDC	EB1	EB1_EGA,EB1_GDC		EB1_EGA,EB1_GDC	EB1
EB2_CCLE	EB2	EB2_CCLE,EB2_COSMIC,EB2_EGA		EB2_CCLE,EB2_COSMIC,EB2_EGA	EB2
EB2_COSMIC	EB2	EB2_CCLE,EB2_COSMIC,EB2_EGA		EB2_CCLE,EB2_COSMIC,EB2_EGA	EB2
EB2_EGA	EB2	EB2_CCLE,EB2_COSMIC,EB2_EGA		EB2_CCLE,EB2_COSMIC,EB2_EGA	EB2
EB-3_COSMIC	EB3	EB-3_COSMIC,EB-3_EGA		EB-3_COSMIC,EB-3_EGA	EB3
EB-3_EGA	EB3	EB-3_COSMIC,EB-3_EGA		EB-3_COSMIC,EB-3_EGA	EB3
EBC1_CCLE	EBC1	EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC		EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC	EBC1
EBC-1_COSMIC	EBC1	EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC		EBC1_CCLE,EBC-1_COSMIC,EBC-1_EGA,EBC-1_GDC	EBC1
